Account ID,Subscription,Subscription Year,user age,job,marital,education,housing,loan,contact,Account Age,Count of linking accounts,default
16930,Yes,2022,44,blue-collar,single,high.school,no,yes,telephone,65,1,1
16931,Yes,2022,59,retired,married,unknown,no,no,telephone,188,1,0
16932,Yes,2022,58,management,married,university.degree,no,yes,telephone,312,1,0
16933,Yes,2022,31,admin.,single,university.degree,no,no,telephone,237,1,0
16934,Yes,2022,37,admin.,married,basic.6y,no,no,telephone,130,1,1
16935,Yes,2022,52,entrepreneur,divorced,high.school,no,no,telephone,314,2,0
16936,Yes,2022,36,technician,married,professional.course,no,no,telephone,175,2,1
16937,Yes,2022,31,admin.,single,basic.9y,yes,no,telephone,87,2,0
16938,Yes,2022,30,blue-collar,married,basic.9y,yes,no,telephone,123,14,1
16939,Yes,2022,31,admin.,married,high.school,yes,yes,telephone,157,5,1
16940,Yes,2022,41,unknown,married,basic.6y,no,no,telephone,204,2,0
16941,Yes,2022,41,services,married,basic.6y,yes,no,telephone,150,2,0
16942,Yes,2022,41,management,divorced,basic.9y,yes,yes,telephone,240,2,0
16943,Yes,2022,26,admin.,single,high.school,yes,no,telephone,109,7,1
16944,Yes,2022,38,admin.,single,university.degree,no,no,telephone,243,6,1
16945,Yes,2022,44,unemployed,married,basic.6y,yes,yes,telephone,536,1,0
16946,Yes,2022,28,blue-collar,single,basic.9y,yes,no,telephone,120,1,0
16947,Yes,2022,29,technician,married,university.degree,no,no,telephone,182,5,1
16948,Yes,2022,24,blue-collar,single,high.school,unknown,unknown,telephone,70,3,1
16949,Yes,2022,51,services,single,high.school,no,no,telephone,45,4,1
16950,Yes,2022,35,admin.,married,university.degree,yes,yes,telephone,280,3,1
16951,Yes,2022,50,entrepreneur,married,basic.9y,yes,no,telephone,215,2,0
16952,Yes,2022,33,technician,divorced,professional.course,yes,no,telephone,147,3,1
16953,Yes,2022,57,management,divorced,university.degree,no,no,telephone,222,2,0
16954,Yes,2022,28,blue-collar,single,basic.9y,no,no,telephone,404,1,0
16955,Yes,2022,58,admin.,single,university.degree,no,no,telephone,1234,3,1
16956,Yes,2022,50,blue-collar,single,basic.4y,yes,no,telephone,306,3,1
16957,Yes,2022,57,admin.,married,university.degree,yes,no,telephone,506,2,0
16958,Yes,2022,30,admin.,single,university.degree,yes,no,telephone,255,1,0
16959,Yes,2022,48,admin.,divorced,university.degree,yes,no,telephone,252,2,0
16960,Yes,2022,43,entrepreneur,married,high.school,no,yes,telephone,127,2,1
16961,Yes,2022,39,admin.,single,university.degree,no,no,telephone,140,2,1
16962,Yes,2022,39,admin.,married,high.school,no,no,telephone,200,2,0
16963,Yes,2022,43,entrepreneur,married,high.school,yes,yes,telephone,642,2,0
16964,Yes,2022,43,blue-collar,single,basic.4y,yes,no,telephone,181,2,0
16965,Yes,2022,36,admin.,married,university.degree,yes,no,telephone,127,2,0
16966,Yes,2022,29,technician,single,high.school,no,no,telephone,171,1,1
16967,Yes,2022,33,services,single,basic.6y,no,no,telephone,916,2,0
16968,Yes,2022,31,blue-collar,married,basic.9y,yes,yes,telephone,629,2,0
16969,Yes,2022,43,blue-collar,married,basic.4y,yes,no,telephone,155,6,1
16970,Yes,2022,46,technician,married,professional.course,no,no,telephone,290,2,0
16971,Yes,2022,45,blue-collar,married,basic.9y,no,no,telephone,159,3,1
16972,Yes,2022,30,admin.,married,high.school,no,no,telephone,111,1,1
16973,Yes,2022,41,unemployed,married,university.degree,no,no,telephone,729,2,0
16974,Yes,2022,30,admin.,married,high.school,yes,no,telephone,434,4,1
16975,Yes,2022,46,admin.,single,high.school,no,no,telephone,218,2,0
16976,Yes,2022,43,entrepreneur,divorced,high.school,yes,no,telephone,250,3,1
16977,Yes,2022,49,technician,married,university.degree,no,no,telephone,107,3,1
16978,Yes,2022,38,technician,single,high.school,yes,no,telephone,272,6,1
16979,Yes,2022,58,admin.,married,high.school,yes,no,telephone,574,3,1
16980,Yes,2022,33,admin.,married,university.degree,yes,no,telephone,89,3,1
16981,Yes,2022,33,technician,divorced,professional.course,no,no,telephone,133,3,1
16982,Yes,2022,31,management,single,high.school,no,no,telephone,114,3,1
16983,Yes,2022,39,management,married,university.degree,yes,no,telephone,175,3,1
16984,Yes,2022,30,blue-collar,married,basic.6y,yes,no,telephone,257,3,1
16985,Yes,2022,58,retired,married,basic.6y,no,no,telephone,268,3,1
16986,Yes,2022,35,admin.,married,high.school,no,yes,telephone,208,3,1
16987,Yes,2022,41,unemployed,married,basic.9y,yes,yes,telephone,895,4,1
16988,Yes,2022,30,blue-collar,single,basic.9y,yes,yes,telephone,225,1,0
16989,Yes,2022,57,admin.,married,university.degree,no,yes,telephone,327,1,0
16990,Yes,2022,34,blue-collar,married,basic.6y,no,yes,telephone,99,3,1
16991,Yes,2022,30,technician,single,university.degree,no,no,telephone,293,4,1
16992,Yes,2022,40,technician,married,professional.course,yes,no,telephone,68,3,1
16993,Yes,2022,37,housemaid,married,high.school,yes,no,telephone,124,2,0
16994,Yes,2022,41,admin.,single,high.school,yes,no,telephone,519,2,0
16995,Yes,2022,40,blue-collar,married,high.school,no,yes,telephone,150,1,1
16996,Yes,2022,42,technician,single,basic.9y,no,no,telephone,504,2,0
16997,Yes,2022,42,blue-collar,married,unknown,yes,no,telephone,175,1,0
16998,Yes,2022,44,management,married,university.degree,yes,no,telephone,289,1,0
16999,Yes,2022,41,admin.,married,high.school,no,yes,telephone,16,1,1
17000,Yes,2022,31,management,married,university.degree,no,no,telephone,100,8,1
17001,Yes,2022,29,admin.,single,high.school,no,yes,telephone,321,1,0
17002,Yes,2022,41,entrepreneur,married,university.degree,yes,no,telephone,239,3,0
17003,Yes,2022,33,technician,married,professional.course,no,no,telephone,614,2,0
17004,Yes,2022,37,blue-collar,single,basic.9y,yes,no,telephone,248,2,0
17005,Yes,2022,27,services,single,basic.9y,no,no,telephone,93,2,1
17006,Yes,2022,35,admin.,single,high.school,yes,no,telephone,355,2,0
17007,Yes,2022,31,admin.,single,university.degree,no,yes,telephone,177,1,1
17008,Yes,2022,37,admin.,married,university.degree,yes,no,telephone,245,3,0
17009,Yes,2022,48,management,married,university.degree,yes,no,telephone,121,1,0
17010,Yes,2022,37,admin.,single,high.school,yes,no,telephone,192,6,1
17011,Yes,2022,33,technician,divorced,professional.course,yes,no,telephone,110,2,0
17012,Yes,2022,40,admin.,married,high.school,no,no,telephone,160,3,1
17013,Yes,2022,29,blue-collar,married,basic.4y,yes,no,telephone,249,2,0
17014,Yes,2022,47,services,married,high.school,yes,no,telephone,147,1,0
17015,Yes,2022,47,services,married,high.school,yes,no,telephone,16,1,0
17016,Yes,2022,38,unknown,married,basic.6y,yes,no,telephone,240,1,0
17017,Yes,2022,35,blue-collar,married,basic.4y,no,no,telephone,131,1,1
17018,Yes,2022,27,blue-collar,married,basic.9y,yes,yes,telephone,115,2,0
17019,Yes,2022,35,management,married,university.degree,no,no,telephone,349,2,0
17020,Yes,2022,35,admin.,married,high.school,no,yes,telephone,114,2,1
17021,Yes,2022,38,housemaid,married,basic.9y,yes,no,telephone,445,2,0
17022,Yes,2022,46,technician,divorced,professional.course,yes,no,telephone,144,3,1
17023,Yes,2022,35,blue-collar,married,professional.course,no,no,telephone,341,12,1
17024,Yes,2022,41,self-employed,married,university.degree,yes,no,telephone,796,1,0
17025,Yes,2022,51,blue-collar,married,unknown,no,yes,telephone,76,3,1
17026,Yes,2022,47,admin.,married,basic.4y,no,no,telephone,126,2,1
17027,Yes,2022,28,blue-collar,single,basic.4y,yes,no,telephone,101,2,0
17028,Yes,2022,35,blue-collar,married,basic.9y,no,no,telephone,91,2,1
17029,Yes,2022,34,admin.,single,high.school,no,no,telephone,52,3,1
17030,Yes,2022,25,self-employed,single,university.degree,no,no,telephone,78,2,1
17031,Yes,2022,33,technician,single,university.degree,no,yes,telephone,471,1,0
17032,Yes,2022,59,retired,married,professional.course,yes,yes,telephone,724,1,0
17033,Yes,2022,51,retired,married,basic.9y,unknown,unknown,telephone,99,1,1
17034,Yes,2022,27,blue-collar,married,basic.9y,no,no,telephone,293,1,0
17035,Yes,2022,33,blue-collar,married,high.school,no,no,telephone,333,1,0
17036,Yes,2022,39,management,married,university.degree,no,no,telephone,431,2,0
17037,Yes,2022,38,blue-collar,married,basic.6y,no,no,telephone,523,2,0
17038,Yes,2022,46,self-employed,married,basic.9y,no,no,telephone,470,2,0
17039,Yes,2022,35,admin.,divorced,university.degree,no,no,telephone,695,4,1
17040,Yes,2022,25,blue-collar,married,high.school,yes,yes,telephone,741,6,1
17041,Yes,2022,50,blue-collar,married,basic.6y,no,no,telephone,151,3,1
17042,Yes,2022,36,blue-collar,married,basic.6y,no,no,telephone,135,2,1
17043,Yes,2022,35,services,married,basic.6y,no,no,telephone,70,6,1
17044,Yes,2022,52,unemployed,married,unknown,no,no,telephone,472,3,1
17045,Yes,2022,43,technician,married,basic.9y,no,no,telephone,258,2,0
17046,Yes,2022,36,self-employed,single,professional.course,yes,no,telephone,113,4,1
17047,Yes,2022,33,services,single,basic.9y,no,no,telephone,372,14,1
17048,Yes,2022,27,blue-collar,single,basic.6y,no,no,telephone,603,1,0
17049,Yes,2022,41,admin.,single,high.school,yes,no,telephone,85,2,0
17050,Yes,2022,36,admin.,married,high.school,no,no,telephone,76,2,1
17051,Yes,2022,39,admin.,single,high.school,no,no,telephone,399,2,0
17052,Yes,2022,34,management,married,professional.course,no,no,telephone,402,2,0
17053,Yes,2022,55,services,married,high.school,yes,yes,telephone,129,3,1
17054,Yes,2022,30,blue-collar,married,basic.9y,no,yes,telephone,535,6,1
17055,Yes,2022,42,unemployed,married,high.school,no,no,telephone,181,3,1
17056,Yes,2022,58,management,married,basic.6y,yes,no,telephone,48,2,0
17057,Yes,2022,43,management,married,university.degree,yes,no,telephone,114,2,0
17058,Yes,2022,45,admin.,single,unknown,no,no,telephone,87,3,1
17059,Yes,2022,31,unemployed,married,professional.course,yes,yes,telephone,169,4,1
17060,Yes,2022,30,technician,single,professional.course,yes,no,telephone,116,4,1
17061,Yes,2022,31,admin.,single,high.school,yes,no,telephone,100,2,0
17062,Yes,2022,30,admin.,married,university.degree,no,no,telephone,212,2,0
17063,Yes,2022,42,services,married,high.school,yes,no,telephone,304,4,1
17064,Yes,2022,30,student,single,unknown,yes,no,telephone,114,2,0
17065,Yes,2022,31,services,married,high.school,no,no,telephone,102,2,1
17066,Yes,2022,46,self-employed,married,basic.9y,no,yes,telephone,291,2,0
17067,Yes,2022,51,entrepreneur,divorced,university.degree,no,yes,telephone,112,2,1
17068,Yes,2022,43,services,married,high.school,no,no,telephone,207,2,0
17069,Yes,2022,58,management,married,basic.6y,yes,no,telephone,197,2,0
17070,Yes,2022,56,retired,married,basic.4y,yes,no,telephone,103,2,0
17071,Yes,2022,57,unemployed,married,basic.9y,yes,no,telephone,45,5,1
17072,Yes,2022,31,technician,single,university.degree,yes,no,telephone,125,6,1
17073,Yes,2022,28,services,married,high.school,yes,yes,telephone,114,2,0
17074,Yes,2022,38,self-employed,single,university.degree,no,no,telephone,414,2,0
17075,Yes,2022,35,admin.,single,high.school,yes,no,telephone,319,4,1
17076,Yes,2022,26,blue-collar,married,professional.course,yes,no,telephone,346,2,0
17077,Yes,2022,30,blue-collar,single,basic.9y,yes,no,telephone,157,3,1
17078,Yes,2022,52,technician,married,professional.course,no,no,telephone,160,11,1
17079,Yes,2022,47,technician,married,basic.9y,no,no,telephone,83,3,1
17080,Yes,2022,51,entrepreneur,single,unknown,yes,no,telephone,97,3,1
17081,Yes,2022,36,blue-collar,married,basic.9y,no,no,telephone,98,4,1
17082,Yes,2022,36,services,married,high.school,yes,no,telephone,133,4,1
17083,Yes,2022,31,admin.,single,university.degree,yes,no,telephone,451,2,0
17084,Yes,2022,36,blue-collar,married,high.school,no,no,telephone,34,3,1
17085,Yes,2022,34,admin.,married,university.degree,no,no,telephone,79,5,1
17086,Yes,2022,32,blue-collar,married,basic.9y,no,no,telephone,109,2,1
17087,Yes,2022,42,blue-collar,married,basic.6y,yes,no,telephone,454,3,1
17088,Yes,2022,32,technician,single,university.degree,no,no,telephone,251,3,1
17089,Yes,2022,51,admin.,divorced,university.degree,no,no,telephone,122,5,1
17090,Yes,2022,37,self-employed,married,basic.9y,no,no,telephone,166,2,1
17091,Yes,2022,45,blue-collar,married,basic.9y,yes,no,telephone,816,2,0
17092,Yes,2022,28,admin.,single,university.degree,yes,no,telephone,87,2,0
17093,Yes,2022,37,technician,married,professional.course,yes,no,telephone,81,6,1
17094,Yes,2022,43,entrepreneur,married,basic.9y,no,no,telephone,109,5,1
17095,Yes,2022,54,admin.,divorced,university.degree,yes,yes,telephone,375,2,0
17096,Yes,2022,59,admin.,married,professional.course,no,no,telephone,51,2,0
17097,Yes,2022,44,housemaid,married,basic.9y,yes,no,telephone,118,4,1
17098,Yes,2022,33,services,single,high.school,no,no,telephone,178,5,1
17099,Yes,2022,35,admin.,married,high.school,no,no,telephone,165,5,1
17100,Yes,2022,48,admin.,married,university.degree,no,no,telephone,155,2,0
17101,Yes,2022,50,technician,divorced,professional.course,no,no,telephone,173,3,1
17102,Yes,2022,29,self-employed,married,high.school,no,no,telephone,304,4,1
17103,Yes,2022,39,admin.,married,university.degree,no,no,telephone,583,6,1
17104,Yes,2022,36,admin.,married,university.degree,yes,no,telephone,138,2,0
17105,Yes,2022,52,management,married,unknown,yes,no,telephone,250,2,0
17106,Yes,2022,52,blue-collar,married,basic.4y,yes,no,telephone,748,3,1
17107,Yes,2022,48,blue-collar,married,basic.4y,yes,yes,telephone,14,11,1
17108,Yes,2022,28,entrepreneur,married,basic.9y,no,no,telephone,896,3,1
17109,Yes,2022,35,blue-collar,married,high.school,yes,yes,telephone,83,1,0
17110,Yes,2022,38,admin.,married,university.degree,no,no,telephone,543,4,1
17111,Yes,2022,44,admin.,married,university.degree,yes,yes,telephone,398,7,1
17112,Yes,2022,34,blue-collar,married,basic.6y,no,no,telephone,158,4,1
17113,Yes,2022,45,blue-collar,married,basic.9y,yes,no,telephone,365,3,1
17114,Yes,2022,30,admin.,married,university.degree,yes,no,telephone,304,3,0
17115,Yes,2022,38,blue-collar,single,basic.4y,no,no,telephone,118,6,1
17116,Yes,2022,33,technician,single,professional.course,yes,yes,telephone,469,2,0
17117,Yes,2022,31,admin.,divorced,high.school,no,no,telephone,488,3,1
17118,Yes,2022,32,management,married,high.school,no,no,telephone,232,3,1
17119,Yes,2022,24,admin.,married,basic.9y,yes,no,telephone,764,2,0
17120,Yes,2022,55,management,married,university.degree,yes,yes,telephone,411,3,1
17121,Yes,2022,28,blue-collar,single,high.school,yes,no,telephone,149,7,1
17122,Yes,2022,37,management,divorced,high.school,yes,no,telephone,63,3,1
17123,Yes,2022,33,blue-collar,married,basic.9y,yes,no,telephone,125,3,1
17124,Yes,2022,34,technician,married,professional.course,yes,yes,telephone,207,4,1
17125,Yes,2022,36,admin.,divorced,high.school,yes,no,telephone,84,3,1
17126,Yes,2022,44,blue-collar,single,professional.course,no,no,telephone,29,2,1
17127,Yes,2022,39,blue-collar,married,basic.9y,yes,yes,telephone,162,4,1
17128,Yes,2022,31,management,single,high.school,yes,no,telephone,159,2,0
17129,Yes,2022,36,blue-collar,married,high.school,yes,no,telephone,23,10,1
17130,Yes,2022,34,admin.,married,university.degree,yes,yes,telephone,147,6,1
17131,Yes,2022,32,blue-collar,married,basic.9y,no,no,telephone,90,5,1
17132,Yes,2022,35,technician,married,professional.course,no,no,telephone,409,2,0
17133,Yes,2022,47,technician,single,university.degree,yes,yes,telephone,118,6,1
17134,Yes,2022,44,admin.,married,high.school,yes,no,telephone,175,5,1
17135,Yes,2022,38,services,married,high.school,no,no,telephone,219,4,1
17136,Yes,2022,37,services,single,high.school,no,no,telephone,96,5,1
17137,Yes,2022,57,technician,married,university.degree,no,yes,telephone,76,5,1
17138,Yes,2022,39,entrepreneur,married,basic.6y,no,no,telephone,66,3,1
17139,Yes,2022,30,services,single,high.school,no,no,telephone,113,5,1
17140,Yes,2022,31,admin.,single,university.degree,yes,yes,telephone,232,5,1
17141,Yes,2022,45,blue-collar,married,basic.9y,no,no,telephone,129,3,1
17142,Yes,2022,37,blue-collar,divorced,basic.9y,no,no,telephone,405,4,1
17143,Yes,2022,29,services,divorced,high.school,no,yes,telephone,251,11,1
17144,Yes,2022,42,blue-collar,married,basic.4y,yes,no,telephone,128,5,1
17145,Yes,2022,52,blue-collar,married,basic.4y,yes,no,telephone,253,2,0
17146,Yes,2022,53,housemaid,married,basic.4y,no,no,telephone,245,3,1
17147,Yes,2022,31,technician,single,professional.course,yes,no,telephone,188,7,1
17148,Yes,2022,32,technician,single,professional.course,no,no,telephone,118,2,1
17149,Yes,2022,47,blue-collar,married,basic.9y,yes,no,telephone,140,2,0
17150,Yes,2022,39,management,married,university.degree,no,no,telephone,102,22,1
17151,Yes,2022,38,student,single,university.degree,yes,no,telephone,763,6,1
17152,Yes,2022,30,blue-collar,married,basic.6y,no,no,telephone,97,4,1
17153,Yes,2022,32,blue-collar,married,basic.4y,no,no,telephone,41,2,1
17154,Yes,2022,43,unknown,married,high.school,yes,yes,telephone,329,2,0
17155,Yes,2022,27,blue-collar,married,basic.4y,yes,no,telephone,51,5,1
17156,Yes,2022,59,unknown,married,unknown,no,no,telephone,130,3,1
17157,Yes,2022,46,entrepreneur,married,basic.9y,no,no,telephone,241,2,0
17158,Yes,2022,54,retired,divorced,high.school,yes,no,telephone,308,4,1
17159,Yes,2022,35,blue-collar,married,basic.9y,yes,no,telephone,118,2,0
17160,Yes,2022,33,management,single,university.degree,no,no,telephone,14,16,1
17161,Yes,2022,37,services,divorced,high.school,yes,yes,telephone,125,4,1
17162,Yes,2022,41,blue-collar,single,high.school,yes,no,telephone,193,5,1
17163,Yes,2022,44,technician,married,professional.course,yes,no,telephone,200,3,1
17164,Yes,2022,33,technician,married,professional.course,yes,no,telephone,349,4,1
17165,Yes,2022,49,admin.,divorced,basic.9y,yes,yes,telephone,282,3,1
17166,Yes,2022,23,blue-collar,married,basic.9y,no,no,telephone,633,1,0
17167,Yes,2022,49,blue-collar,married,high.school,no,no,telephone,560,4,1
17168,Yes,2022,38,technician,married,professional.course,yes,no,telephone,114,3,1
17169,Yes,2022,37,blue-collar,married,high.school,yes,yes,telephone,172,7,1
17170,Yes,2022,39,admin.,married,professional.course,yes,no,telephone,292,7,1
17171,Yes,2022,43,blue-collar,married,basic.4y,yes,no,telephone,269,3,1
17172,Yes,2022,42,services,married,high.school,yes,yes,telephone,220,6,1
17173,Yes,2022,55,housemaid,divorced,unknown,yes,no,telephone,376,3,1
17174,Yes,2022,44,blue-collar,single,basic.6y,no,yes,telephone,73,6,1
17175,Yes,2022,40,blue-collar,married,high.school,no,yes,telephone,121,2,1
17176,Yes,2022,41,services,married,high.school,yes,no,telephone,59,4,1
17177,Yes,2022,32,management,married,university.degree,yes,no,telephone,64,3,1
17178,Yes,2022,57,admin.,married,basic.6y,yes,no,telephone,353,3,1
17179,Yes,2022,38,entrepreneur,married,university.degree,no,no,telephone,322,5,1
17180,Yes,2022,50,blue-collar,married,basic.6y,yes,yes,telephone,67,3,1
17181,Yes,2022,41,blue-collar,married,basic.4y,no,no,telephone,163,2,1
17182,Yes,2022,52,technician,divorced,university.degree,no,no,telephone,99,3,1
17183,Yes,2022,31,blue-collar,married,high.school,yes,no,telephone,27,2,0
17184,Yes,2022,34,technician,single,professional.course,yes,no,telephone,119,2,0
17185,Yes,2022,56,entrepreneur,married,university.degree,yes,no,telephone,148,4,1
17186,Yes,2022,51,admin.,single,basic.6y,no,no,telephone,222,4,1
17187,Yes,2022,40,management,married,high.school,yes,yes,telephone,265,2,0
17188,Yes,2022,39,blue-collar,married,basic.9y,yes,no,telephone,214,2,0
17189,Yes,2022,36,entrepreneur,married,university.degree,no,no,telephone,152,2,0
17190,Yes,2022,28,admin.,single,university.degree,no,no,telephone,75,2,1
17191,Yes,2022,32,management,married,high.school,yes,yes,telephone,62,4,1
17192,Yes,2022,38,blue-collar,single,high.school,no,no,telephone,112,3,1
17193,Yes,2022,46,blue-collar,married,basic.9y,yes,no,telephone,220,6,1
17194,Yes,2022,42,management,married,unknown,no,no,telephone,204,3,1
17195,Yes,2022,37,blue-collar,married,professional.course,yes,no,telephone,160,6,1
17196,Yes,2022,31,admin.,married,high.school,no,no,telephone,233,1,0
17197,Yes,2022,30,services,married,high.school,yes,no,telephone,129,1,0
17198,Yes,2022,41,management,married,unknown,no,no,telephone,172,1,1
17199,Yes,2022,34,blue-collar,married,basic.4y,yes,no,telephone,578,2,0
17200,Yes,2022,46,blue-collar,divorced,basic.6y,no,no,telephone,183,9,1
17201,Yes,2022,37,blue-collar,married,basic.4y,no,no,telephone,565,2,0
17202,Yes,2022,24,blue-collar,married,basic.9y,no,no,telephone,154,1,1
17203,Yes,2022,30,admin.,married,basic.9y,yes,yes,telephone,125,1,0
17204,Yes,2022,45,services,divorced,unknown,yes,no,telephone,1063,5,1
17205,Yes,2022,36,admin.,married,high.school,yes,no,telephone,111,1,0
17206,Yes,2022,48,blue-collar,married,professional.course,yes,yes,telephone,231,1,0
17207,Yes,2022,47,management,married,professional.course,no,no,telephone,195,1,0
17208,Yes,2022,39,admin.,single,university.degree,no,no,telephone,125,3,1
17209,Yes,2022,36,technician,single,high.school,yes,yes,telephone,193,5,1
17210,Yes,2022,38,housemaid,married,basic.9y,no,no,telephone,287,4,1
17211,Yes,2022,37,technician,single,high.school,yes,yes,telephone,277,4,1
17212,Yes,2022,30,technician,single,professional.course,no,no,telephone,84,4,1
17213,Yes,2022,38,admin.,married,university.degree,yes,no,telephone,47,5,1
17214,Yes,2022,28,services,married,unknown,yes,no,telephone,285,1,0
17215,Yes,2022,37,blue-collar,married,basic.6y,yes,no,telephone,130,2,0
17216,Yes,2022,43,management,married,high.school,no,no,telephone,24,1,1
17217,Yes,2022,32,blue-collar,married,basic.9y,yes,no,telephone,955,1,0
17218,Yes,2022,35,admin.,married,high.school,yes,yes,telephone,236,1,0
17219,Yes,2022,41,services,married,university.degree,yes,no,telephone,336,2,0
17220,Yes,2022,52,unknown,married,basic.4y,no,no,telephone,150,1,1
17221,Yes,2022,31,technician,married,professional.course,no,no,telephone,159,1,1
17222,Yes,2022,28,blue-collar,married,basic.9y,yes,no,telephone,180,1,0
17223,Yes,2022,50,entrepreneur,married,basic.9y,no,no,telephone,163,2,1
17224,Yes,2022,35,blue-collar,married,basic.6y,no,no,telephone,197,1,0
17225,Yes,2022,39,blue-collar,married,basic.9y,no,no,telephone,218,1,0
17226,Yes,2022,40,technician,married,basic.9y,yes,no,telephone,34,3,1
17227,Yes,2022,34,admin.,single,high.school,yes,no,telephone,386,11,1
17228,Yes,2022,27,student,single,university.degree,yes,no,telephone,154,1,0
17229,Yes,2022,33,blue-collar,married,basic.9y,no,yes,telephone,159,2,1
17230,Yes,2022,39,entrepreneur,married,basic.9y,no,no,telephone,157,2,1
17231,Yes,2022,39,housemaid,married,basic.4y,yes,no,telephone,227,3,1
17232,Yes,2022,43,entrepreneur,married,basic.4y,no,no,telephone,116,1,1
17233,Yes,2022,26,technician,married,professional.course,no,no,telephone,205,3,1
17234,Yes,2022,42,services,married,professional.course,yes,no,telephone,1205,1,0
17235,Yes,2022,36,management,married,university.degree,yes,no,telephone,133,1,0
17236,Yes,2022,40,blue-collar,married,high.school,yes,no,telephone,59,1,0
17237,Yes,2022,50,blue-collar,married,basic.4y,yes,no,telephone,229,2,0
17238,Yes,2022,46,self-employed,single,high.school,yes,no,telephone,147,1,0
17239,Yes,2022,57,retired,married,high.school,no,no,telephone,147,1,1
17240,Yes,2022,40,services,single,high.school,yes,no,telephone,179,1,0
17241,Yes,2022,28,services,single,high.school,yes,no,telephone,185,1,0
17242,Yes,2022,34,blue-collar,married,basic.9y,no,no,telephone,427,1,0
17243,Yes,2022,51,unemployed,married,professional.course,no,no,telephone,171,3,1
17244,Yes,2022,32,technician,single,high.school,yes,no,telephone,237,1,0
17245,Yes,2022,28,blue-collar,married,basic.6y,no,no,telephone,228,1,0
17246,Yes,2022,38,admin.,single,university.degree,yes,no,telephone,269,1,0
17247,Yes,2022,34,blue-collar,single,basic.9y,no,no,telephone,156,2,1
17248,Yes,2022,34,technician,married,university.degree,no,no,telephone,162,1,0
17249,Yes,2022,31,services,single,basic.9y,no,no,telephone,674,1,0
17250,Yes,2022,35,services,single,high.school,no,yes,telephone,234,1,0
17251,Yes,2022,41,blue-collar,divorced,basic.9y,no,no,telephone,123,1,1
17252,Yes,2022,29,services,married,high.school,yes,no,telephone,275,1,0
17253,Yes,2022,56,housemaid,divorced,basic.4y,no,no,telephone,115,1,1
17254,Yes,2022,29,technician,single,university.degree,yes,no,telephone,1051,1,0
17255,Yes,2022,27,admin.,single,university.degree,yes,no,telephone,142,1,0
17256,Yes,2022,42,blue-collar,married,basic.6y,no,no,telephone,99,1,1
17257,Yes,2022,49,technician,married,professional.course,yes,no,telephone,340,1,0
17258,Yes,2022,49,blue-collar,married,basic.4y,unknown,unknown,telephone,47,1,1
17259,Yes,2022,40,blue-collar,married,basic.6y,no,no,telephone,182,2,0
17260,Yes,2022,39,housemaid,married,university.degree,yes,no,telephone,260,1,0
17261,Yes,2022,31,admin.,single,high.school,no,no,telephone,35,1,1
17262,Yes,2022,46,blue-collar,married,basic.9y,no,no,telephone,121,1,1
17263,Yes,2022,44,management,married,university.degree,yes,no,telephone,143,1,0
17264,Yes,2022,33,blue-collar,single,basic.6y,no,no,telephone,472,1,0
17265,Yes,2022,35,technician,married,professional.course,yes,yes,telephone,207,2,0
17266,Yes,2022,38,unemployed,single,high.school,yes,no,telephone,597,3,1
17267,Yes,2022,33,services,married,high.school,yes,yes,telephone,274,1,0
17268,Yes,2022,41,blue-collar,married,basic.9y,yes,no,telephone,420,1,0
17269,Yes,2022,34,technician,divorced,professional.course,unknown,unknown,telephone,532,2,0
17270,Yes,2022,32,blue-collar,married,professional.course,yes,no,telephone,128,1,0
17271,Yes,2022,35,entrepreneur,married,high.school,no,no,telephone,62,4,1
17272,Yes,2022,24,services,single,high.school,no,no,telephone,185,1,0
17273,Yes,2022,25,admin.,married,high.school,yes,yes,telephone,275,4,1
17274,Yes,2022,34,blue-collar,married,basic.9y,no,no,telephone,740,1,0
17275,Yes,2022,34,technician,married,university.degree,no,no,telephone,111,10,1
17276,Yes,2022,31,admin.,divorced,high.school,no,no,telephone,271,3,1
17277,Yes,2022,38,management,married,high.school,no,no,telephone,776,1,0
17278,Yes,2022,26,admin.,single,university.degree,no,no,telephone,90,2,1
17279,Yes,2022,34,blue-collar,married,basic.6y,no,no,telephone,299,1,0
17280,Yes,2022,35,services,married,basic.9y,yes,no,telephone,181,1,0
17281,Yes,2022,29,blue-collar,single,basic.9y,yes,no,telephone,330,2,0
17282,Yes,2022,51,blue-collar,divorced,basic.6y,no,no,telephone,518,2,0
17283,Yes,2022,50,housemaid,married,basic.4y,no,no,telephone,243,2,0
17284,Yes,2022,44,technician,divorced,basic.9y,no,no,telephone,472,1,0
17285,Yes,2022,27,technician,single,professional.course,no,no,telephone,148,1,1
17286,Yes,2022,34,services,married,high.school,no,no,telephone,514,1,0
17287,Yes,2022,44,technician,divorced,basic.9y,yes,yes,telephone,388,2,0
17288,Yes,2022,43,management,married,basic.4y,yes,no,telephone,224,1,0
17289,Yes,2022,37,unemployed,married,professional.course,no,no,telephone,118,1,1
17290,Yes,2022,45,services,married,basic.9y,no,no,telephone,255,1,0
17291,Yes,2022,30,technician,single,professional.course,no,no,telephone,70,3,1
17292,Yes,2022,43,entrepreneur,married,basic.4y,yes,no,telephone,296,2,0
17293,Yes,2022,43,blue-collar,married,basic.9y,no,no,telephone,550,1,0
17294,Yes,2022,47,services,divorced,high.school,yes,no,telephone,313,1,0
